UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U100029,2,2,21,Pr100301,mac os x,Pr100301,1,1
U100030,5,9,21,Pr101637,mac os x,Pr101637,3,4
U100030,1,9,21,Pr101637,mac os x,Pr101637,3,4
U100030,1,9,21,Pr101637,mac os x,Pr101637,3,4
U100031,1,71,5758,Product101,windows,Product101,13,54
U100031,38,71,5758,Product101,windows,Product101,13,54
U100031,20,71,5758,Product101,windows,Product101,13,54
U100031,8,71,5758,Product101,windows,Product101,13,54
U100032,2,239,1943,Product101,windows,Product101,30,23
U100032,32,239,1943,Product101,windows,Product101,30,23
U100033,0,0,18,Product101,android,Product101,0,0
U100034,39,289,2609,Product101,windows,Product101,108,25
U100034,27,289,2609,Product101,windows,Product101,108,25
U100034,27,289,2609,Product101,windows,Product101,108,25
U100034,8,289,2609,Product101,windows,Product101,108,25
U100035,0,0,21,Product101,android,Pr100633,0,0
U100036,4,10,21,Product101,windows,Product101,3,7
U100036,6,10,21,Product101,windows,Product101,3,7
U100038,8,53,21,Product101,rare,Product101,14,9
U100038,15,53,21,Product101,rare,Product101,14,9
U100039,0,2,9,Pr100047,mac os x,Pr100664,0,0
U100040,3,6,21,Product101,windows,Product101,4,2
U100040,1,6,21,Product101,windows,Product101,4,2
U100040,2,6,21,Product101,windows,Product101,4,2
U100042,0,0,21,Product101,windows,Product101,0,0
U100043,5,49,3837,Pr101272,windows,Product101,20,22
U100043,5,49,3837,Pr101272,windows,Product101,20,22
U100043,13,49,3837,Pr101272,windows,Product101,20,22
U100043,19,49,3837,Pr101272,windows,Product101,20,22
U100044,2,2,3,Pr100137,windows,Product101,1,1
U100045,1,5,21,Product101,android,Product101,4,0
U100045,1,5,21,Product101,android,Product101,4,0
U100045,2,5,21,Product101,android,Product101,4,0
U100047,0,0,21,Product101,windows,Product101,0,0
U100048,0,2,21,Pr100226,mac os x,Pr100226,0,0
U100049,3,3,21,Pr100025,android,Product101,2,1
U100050,1,55,21,Product101,windows,Product101,29,18
U100050,10,55,21,Product101,windows,Product101,29,18
U100050,23,55,21,Product101,windows,Product101,29,18
U100050,3,55,21,Product101,windows,Product101,29,18
U100051,1,7,5,Pr101587,android,Pr101587,7,0
U100051,5,7,5,Pr101587,android,Pr101587,7,0
U100051,1,7,5,Pr101587,android,Pr101587,7,0
U100052,0,4,13,Pr101108,rare,Pr101108,0,0
U100053,0,0,17,Product101,windows,Pr104607,0,0
U100054,0,1,21,Pr100746,rare,Pr101320,0,0
U100056,0,2,20,Product101,android,Product101,1,0
U100057,1,1,3,Pr100184,android,Pr100184,1,0
U100058,1,25,21,Product101,windows,Product101,9,0
U100058,1,25,21,Product101,windows,Product101,9,0
U100058,3,25,21,Product101,windows,Product101,9,0
U100058,1,25,21,Product101,windows,Product101,9,0
U100059,0,1,7,Pr100073,android,Pr100073,1,0
U100061,1,4,21,Pr100642,android,Pr100895,2,0
U100061,1,4,21,Pr100642,android,Pr100895,2,0
U100062,0,0,3013,Product101,windows,Product101,0,0
U100063,1,8,21,Product101,mac os x,Product101,2,0
U100065,5,8,9,Pr101238,android,Pr101238,2,3
U100066,1,3,21,Pr100942,windows,Pr100942,2,0
U100067,2,27,21,Pr100102,android,Product101,5,0
U100068,1,1,21,Pr100498,android,Pr100498,1,0
U100069,20,87,5637,Pr101042,windows,Product101,17,63
U100069,1,87,5637,Pr101042,windows,Product101,17,63
U100069,7,87,5637,Pr101042,windows,Product101,17,63
U100069,52,87,5637,Pr101042,windows,Product101,17,63
U100070,7,141,7375,Product101,windows,Product101,44,44
U100070,47,141,7375,Product101,windows,Product101,44,44
U100070,4,141,7375,Product101,windows,Product101,44,44
U100070,25,141,7375,Product101,windows,Product101,44,44
U100071,0,4,21,Pr101609,android,Pr102704,0,0
U100072,0,1,12,Product101,android,Product101,0,0
U100073,1,2,7,Product101,windows,Product101,2,0
U100074,0,1,18,Pr100341,rare,Pr100341,0,0
U100075,3,5,4,Pr101618,rare,Pr101618,5,0
U100075,2,5,4,Pr101618,rare,Pr101618,5,0
U100076,2,6,11,Pr102602,android,Pr102602,2,0
U100077,0,10,21,Product101,windows,Product101,0,0
U100078,2,6,21,Pr101686,android,Pr102063,3,1
U100078,1,6,21,Pr101686,android,Pr102063,3,1
U100079,9,47,21,Pr100773,mac os x,Product101,11,36
U100079,3,47,21,Pr100773,mac os x,Product101,11,36
U100079,35,47,21,Pr100773,mac os x,Product101,11,36
U100080,24,43,21,Product101,windows,Product101,11,20
U100080,1,43,21,Product101,windows,Product101,11,20
U100080,2,43,21,Product101,windows,Product101,11,20
U100080,1,43,21,Product101,windows,Product101,11,20
U100081,1,131,21,Product101,windows,Product101,59,42
U100081,5,131,21,Product101,windows,Product101,59,42
U100081,91,131,21,Product101,windows,Product101,59,42
U100081,1,131,21,Product101,windows,Product101,59,42
U100082,2,33,21,Product101,windows,Product101,4,0
U100082,2,33,21,Product101,windows,Product101,4,0
U100083,2,13,21,Product101,windows,Product101,3,3
U100083,3,13,21,Product101,windows,Product101,3,3
U100083,1,13,21,Product101,windows,Product101,3,3
U100084,1,13,10,Pr102519,android,Pr102519,6,0
U100085,1,5,21,Product101,windows,Product101,2,0
U100085,1,5,21,Product101,windows,Product101,2,0
U100086,0,0,16,Product101,windows,Pr100901,0,0
U100088,5,101,21,Pr109479,rare,Product101,5,3
U100088,3,101,21,Pr109479,rare,Product101,5,3
U100089,5,26,2387,Product101,android,Product101,14,3
U100089,5,26,2387,Product101,android,Product101,14,3
U100089,5,26,2387,Product101,android,Product101,14,3
U100090,2,15,21,Product101,mac os x,Product101,4,1
U100090,2,15,21,Product101,mac os x,Product101,4,1
U100091,25,60,8012,Product101,windows,Product101,26,34
U100091,35,60,8012,Product101,windows,Product101,26,34
U100092,50,50,21,Product101,mac os x,Product101,11,39
U100093,33,33,21,Product101,windows,Product101,7,26
U100094,0,0,20,Product101,windows,Pr100274,0,0
U100095,2,20,21,Product101,mac os x,Product101,13,5
U100095,2,20,21,Product101,mac os x,Product101,13,5
U100095,10,20,21,Product101,mac os x,Product101,13,5
U100095,2,20,21,Product101,mac os x,Product101,13,5
U100096,10,142,6561,Product101,windows,Product101,59,4
U100096,14,142,6561,Product101,windows,Product101,59,4
U100096,1,142,6561,Product101,windows,Product101,59,4
U100096,11,142,6561,Product101,windows,Product101,59,4
U100096,8,142,6561,Product101,windows,Product101,59,4
U100096,2,142,6561,Product101,windows,Product101,59,4
U100097,2,2,21,Pr100019,windows,Product101,1,1
U100098,5,28,21,Product101,windows,Product101,2,3
U100100,5,25,21,Pr100200,windows,Product101,7,14
U100100,16,25,21,Pr100200,windows,Product101,7,14
U100101,1,1,3,Pr100438,windows,Pr100438,1,0
U100102,28,103,21,Product101,mac os x,Product101,39,37
U100102,33,103,21,Product101,mac os x,Product101,39,37
U100102,9,103,21,Product101,mac os x,Product101,39,37
U100102,1,103,21,Product101,mac os x,Product101,39,37
U100103,0,1,21,Pr100444,windows,Pr100444,0,0
U100104,0,0,17,Product101,windows,Pr101559,0,0
U100105,6,26,7,Product101,windows,Product101,15,4
U100105,9,26,7,Product101,windows,Product101,15,4
U100105,1,26,7,Product101,windows,Product101,15,4
U100109,3,3,1,Pr102998,android,Pr102998,2,1
U100110,2,11,21,Pr101366,windows,Pr102602,3,2
U100110,1,11,21,Pr101366,windows,Pr102602,3,2
U100110,1,11,21,Pr101366,windows,Pr102602,3,2
U100111,0,0,21,Product101,windows,Product101,0,0
U100112,1,3,5,Pr101529,android,Pr101529,3,0
U100112,1,3,5,Pr101529,android,Pr101529,3,0
U100112,1,3,5,Pr101529,android,Pr101529,3,0
U100113,11,11,4,Product101,windows,Product101,4,7
U100115,36,36,21,Pr101220,mac os x,Product101,5,31
U100116,0,0,21,Product101,windows,Product101,0,0
U100117,0,0,21,Product101,android,Pr100325,0,0
U100118,5,40,21,Product101,windows,Product101,19,12
U100118,14,40,21,Product101,windows,Product101,19,12
U100118,3,40,21,Product101,windows,Product101,19,12
U100118,9,40,21,Product101,windows,Product101,19,12
U100119,1,1,16,Pr100146,windows,Pr100146,1,0
U100122,0,0,20,Product101,windows,Product101,0,0
U100123,1,1,4,Pr100876,mac os x,Pr100876,1,0
U100125,0,11,21,Pr102519,android,Product101,2,0
U100126,1,2,9,Pr102602,android,Pr102602,1,0
U100127,0,0,21,Product101,windows,Product101,0,0
U100129,2,8,11,Pr100137,mac os x,Pr100137,1,1
U100130,2,2,6,Pr100102,windows,Pr100102,2,0
U100131,0,0,6873,Product101,android,Pr100166,0,0
U100132,6,7,21,Pr100340,windows,Pr100340,4,2
U100134,1,19,21,Pr102602,windows,Pr102602,4,0
U100134,3,19,21,Pr102602,windows,Pr102602,4,0
U100136,43,139,21,Product101,windows,Product101,28,41
U100136,25,139,21,Product101,windows,Product101,28,41
U100136,1,139,21,Product101,windows,Product101,28,41
U100137,0,6,12,Pr100469,windows,Pr100469,0,0
U100138,8,17,21,Pr100908,windows,Product101,9,6
U100138,6,17,21,Pr100908,windows,Product101,9,6
U100138,1,17,21,Pr100908,windows,Product101,9,6
U100139,3,7,21,Product101,windows,Product101,4,2
U100139,2,7,21,Product101,windows,Product101,4,2
U100141,2,20,21,Pr101884,windows,Product101,5,8
U100141,11,20,21,Pr101884,windows,Product101,5,8
U100142,2,7,21,Pr100162,windows,Pr102748,4,3
U100142,5,7,21,Pr100162,windows,Pr102748,4,3
U100144,0,7,21,Pr100935,windows,Pr100935,0,0
U100145,1,77,21,Product101,windows,Product101,13,27
U100145,7,77,21,Product101,windows,Product101,13,27
U100145,25,77,21,Product101,windows,Product101,13,27
U100145,4,77,21,Product101,windows,Product101,13,27
U100145,2,77,21,Product101,windows,Product101,13,27
U100145,1,77,21,Product101,windows,Product101,13,27
U100146,0,5,21,Product101,android,Pr100102,0,0
U100149,2,2,3,Pr100500,android,Pr100500,1,1
U100150,0,3,21,Pr102189,android,Pr102189,3,0
U100151,7,26,21,Product101,windows,Product101,6,5
U100151,1,26,21,Product101,windows,Product101,6,5
U100152,2,16,21,Pr100758,windows,Product101,5,11
U100152,14,16,21,Pr100758,windows,Product101,5,11
U100156,2,2,21,Pr100010,android,Product101,1,1
U100157,2,2,21,Pr100355,windows,Pr100355,1,1
U100158,11,36,4087,Pr105824,windows,Product101,8,4
U100158,1,36,4087,Pr105824,windows,Product101,8,4
U100159,1,3,21,Product101,android,Product101,1,0
U100161,0,7,10,Pr100279,windows,Pr100279,1,0
U100162,5,17,21,Product101,mac os x,Product101,10,7
U100162,1,17,21,Product101,mac os x,Product101,10,7
U100162,10,17,21,Product101,mac os x,Product101,10,7
U100163,16,57,21,Product101,mac os x,Product101,12,10
U100163,1,57,21,Product101,mac os x,Product101,12,10
U100163,4,57,21,Product101,mac os x,Product101,12,10
U100163,1,57,21,Product101,mac os x,Product101,12,10
U100164,9,171,21,Product101,windows,Product101,62,59
U100164,45,171,21,Product101,windows,Product101,62,59
U100164,37,171,21,Product101,windows,Product101,62,59
U100164,28,171,21,Product101,windows,Product101,62,59
U100165,0,0,20,Product101,android,Pr100023,0,0
U100166,1,12,21,Product101,android,Product101,1,0
U100167,9,73,5599,Product101,windows,Product101,22,12
U100167,6,73,5599,Product101,windows,Product101,22,12
U100167,7,73,5599,Product101,windows,Product101,22,12
U100167,6,73,5599,Product101,windows,Product101,22,12
U100167,5,73,5599,Product101,windows,Product101,22,12
U100168,1,11,21,Product101,windows,Product101,5,2
U100168,1,11,21,Product101,windows,Product101,5,2
U100168,5,11,21,Product101,windows,Product101,5,2
U100169,1,9,21,Pr100654,windows,Product101,3,4
U100169,1,9,21,Pr100654,windows,Product101,3,4
U100169,4,9,21,Pr100654,windows,Product101,3,4
U100169,1,9,21,Pr100654,windows,Product101,3,4
U100170,1,1,17,Pr100279,windows,Pr100279,1,0
U100171,4,7,3,Pr100470,android,Pr100470,5,2
U100171,3,7,3,Pr100470,android,Pr100470,5,2
U100173,2,14,17,Product101,windows,Product101,2,2
U100173,2,14,17,Product101,windows,Product101,2,2
U100174,1,14,692,Pr100166,windows,Product101,10,3
U100174,2,14,692,Pr100166,windows,Product101,10,3
U100174,6,14,692,Pr100166,windows,Product101,10,3
U100174,3,14,692,Pr100166,windows,Product101,10,3
U100174,1,14,692,Pr100166,windows,Product101,10,3
U100175,7,10,21,Pr100268,windows,Pr100268,2,8
U100175,3,10,21,Pr100268,windows,Pr100268,2,8
U100176,1,55,21,Product101,rare,Product101,8,32
U100176,6,55,21,Product101,rare,Product101,8,32
U100176,31,55,21,Product101,rare,Product101,8,32
U100176,2,55,21,Product101,rare,Product101,8,32
U100177,1,13,21,Product101,windows,Product101,10,3
U100177,12,13,21,Product101,windows,Product101,10,3
U100178,3,3,20,Pr100039,android,Pr100633,2,1
U100179,18,20,21,Product101,windows,Product101,13,7
U100179,2,20,21,Product101,windows,Product101,13,7
U100180,1,33,3920,Product101,windows,Product101,10,8
U100180,17,33,3920,Product101,windows,Product101,10,8
U100181,7,31,21,Product101,mac os x,Product101,17,0
U100181,10,31,21,Product101,mac os x,Product101,17,0
U100182,0,0,17,Product101,android,Product101,0,0
U100183,2,2,1,Pr100500,windows,Pr100500,1,1
U100184,0,1,21,Pr100513,windows,Product101,0,0
U100185,1,1,6,Pr100010,android,Pr100010,1,0
U100186,0,3,15,Pr100273,android,Pr100273,0,0
U100187,23,24,21,Product101,android,Product101,4,20
U100187,1,24,21,Product101,android,Product101,4,20
U100188,1,26,21,Product101,windows,Product101,14,5
U100188,2,26,21,Product101,windows,Product101,14,5
U100188,1,26,21,Product101,windows,Product101,14,5
U100188,1,26,21,Product101,windows,Product101,14,5
U100188,13,26,21,Product101,windows,Product101,14,5
U100190,1,1,21,Pr100279,windows,Product101,1,0
U100191,1,11,20,Pr102519,android,Pr102519,7,1
U100191,2,11,20,Pr102519,android,Pr102519,7,1
U100191,3,11,20,Pr102519,android,Pr102519,7,1
U100191,2,11,20,Pr102519,android,Pr102519,7,1
U100192,0,0,19,Product101,windows,Pr100390,0,0
U100193,6,44,21,Product101,windows,Product101,8,18
U100193,20,44,21,Product101,windows,Product101,8,18
U100194,0,2,10,Pr101111,android,Pr101111,1,0
U100197,0,2,10,Product101,mac os x,Product101,0,0
U100198,3,9,21,Product101,windows,Product101,2,4
U100198,3,9,21,Product101,windows,Product101,2,4
U100200,0,11,21,Pr100298,windows,Pr100298,0,0
U100203,2,2,16,Product101,mac os x,Product101,2,0
U100204,6,6,21,Product101,windows,Product101,2,4
U100205,1,8,21,Pr100023,windows,Pr100023,4,4
U100205,5,8,21,Pr100023,windows,Pr100023,4,4
U100205,1,8,21,Pr100023,windows,Pr100023,4,4
U100205,1,8,21,Pr100023,windows,Pr100023,4,4
U100207,1,15,21,Pr101330,windows,Product101,2,0
U100207,1,15,21,Pr101330,windows,Product101,2,0
U100208,6,20,4676,Product101,mac os x,Product101,3,3
U100209,2,8,21,Product101,windows,Product101,7,0
U100210,4,384,6752,Product101,windows,Product101,4,2
U100210,1,384,6752,Product101,windows,Product101,4,2
U100211,0,2,21,Pr100320,android,Pr100633,0,0
U100213,1,2,20,Pr100374,windows,Product101,1,0
U100214,2,3,2,Pr100359,windows,Pr100359,2,1
U100214,1,3,2,Pr100359,windows,Pr100359,2,1
U100215,0,0,5332,Product101,rare,Pr100037,0,0
U100216,0,0,21,Product101,mac os x,Product101,0,0
U100217,7,13,21,Product101,mac os x,Product101,1,6
U100218,0,1,10,Pr105462,android,Pr105462,0,0
U100219,3,4,21,Product101,windows,Product101,2,1
U100220,46,147,5968,Product101,windows,Product101,27,114
U100220,79,147,5968,Product101,windows,Product101,27,114
U100220,15,147,5968,Product101,windows,Product101,27,114
U100220,1,147,5968,Product101,windows,Product101,27,114
U100221,1,8,13,Pr100184,android,Pr100184,6,0
U100221,2,8,13,Pr100184,android,Pr100184,6,0
U100221,2,8,13,Pr100184,android,Pr100184,6,0
U100221,1,8,13,Pr100184,android,Pr100184,6,0
U100223,77,84,21,Pr100745,windows,Product101,5,72
U100224,1,1,2,Pr100039,android,Pr100039,1,0
U100225,0,4,8,Pr100432,mac os x,Product101,0,0
U100226,4,5,4,Pr100591,windows,Pr100591,2,3
U100226,1,5,4,Pr100591,windows,Pr100591,2,3
U100228,1,4,21,Pr102602,android,Pr102602,1,0
U100229,1,1,21,Pr101273,android,Product101,1,0
U100231,15,45,21,Product101,windows,Product101,11,33
U100231,3,45,21,Product101,windows,Product101,11,33
U100231,17,45,21,Product101,windows,Product101,11,33
U100231,9,45,21,Product101,windows,Product101,11,33
U100232,5,5,21,Pr101515,windows,Product101,2,3
U100233,0,3,9,Pr101289,windows,Pr101289,0,0
U100234,2,6,6,Pr100113,windows,Pr100113,4,2
U100234,4,6,6,Pr100113,windows,Pr100113,4,2
U100235,3,4,5,Pr100438,windows,Pr100438,3,1
U100235,1,4,5,Pr100438,windows,Pr100438,3,1
U100236,0,1,9,Pr100258,android,Pr100258,0,0
U100238,0,5,12,Pr100102,windows,Pr100102,0,0
U100239,3,8,14,Product101,rare,Product101,3,0
U100241,0,2,21,Pr100166,android,Pr100166,0,0
U100242,15,16,21,Product101,android,Product101,7,9
U100242,1,16,21,Product101,android,Product101,7,9
U100243,1,73,4987,Pr103658,windows,Product101,29,15
U100243,16,73,4987,Pr103658,windows,Product101,29,15
U100243,6,73,4987,Pr103658,windows,Product101,29,15
U100243,19,73,4987,Pr103658,windows,Product101,29,15
U100243,1,73,4987,Pr103658,windows,Product101,29,15
U100245,2,39,1128,Product101,windows,Product101,21,17
U100245,33,39,1128,Product101,windows,Product101,21,17
U100245,2,39,1128,Product101,windows,Product101,21,17
U100246,1,3,21,Product101,windows,Product101,3,0
U100246,1,3,21,Product101,windows,Product101,3,0
U100246,1,3,21,Product101,windows,Product101,3,0
U100248,1,5,21,Product101,android,Product101,4,0
U100248,2,5,21,Product101,android,Product101,4,0
U100248,1,5,21,Product101,android,Product101,4,0
U100249,0,2,7,Pr100788,android,Pr100788,1,0
U100250,0,48,21,Product101,windows,Product101,0,0
U100251,2,2,21,Pr100118,windows,Product101,2,0
U100255,5,25,21,Product101,windows,Product101,13,5
U100255,1,25,21,Product101,windows,Product101,13,5
U100255,2,25,21,Product101,windows,Product101,13,5
U100255,6,25,21,Product101,windows,Product101,13,5
U100255,3,25,21,Product101,windows,Product101,13,5
U100256,0,0,19,Product101,android,Pr100413,0,0
U100257,3,3,4,Pr100401,windows,Pr100401,1,2
U100258,5,10,21,Pr100551,windows,Pr100551,3,2
U100259,3,32,21,Product101,windows,Product101,13,1
U100259,6,32,21,Product101,windows,Product101,13,1
U100259,4,32,21,Product101,windows,Product101,13,1
U100260,1,2,21,Product101,android,Product101,2,0
U100260,1,2,21,Product101,android,Product101,2,0
U100261,0,8,21,Product101,windows,Product101,0,0
U100262,1,1,21,Product101,windows,Product101,1,0
U100263,1,1,21,Product101,windows,Product101,0,1
U100264,2,8,21,Pr101637,android,Product101,5,0
U100264,1,8,21,Pr101637,android,Product101,5,0
U100264,1,8,21,Pr101637,android,Product101,5,0
U100264,1,8,21,Pr101637,android,Product101,5,0
U100265,1,1,1143,Pr100010,android,Product101,1,0
U100266,1,10,21,Product101,windows,Product101,3,0
U100267,2,959,8179,Product101,windows,Product101,185,765
U100267,67,959,8179,Product101,windows,Product101,185,765
U100267,620,959,8179,Product101,windows,Product101,185,765
U100267,261,959,8179,Product101,windows,Product101,185,765
U100268,12,28,21,Pr101884,windows,Product101,17,8
U100268,5,28,21,Pr101884,windows,Product101,17,8
U100268,4,28,21,Pr101884,windows,Product101,17,8
U100268,3,28,21,Pr101884,windows,Product101,17,8
U100268,1,28,21,Pr101884,windows,Product101,17,8
U100269,2,2,21,Pr100997,rare,Pr100997,1,1
U100270,1,2,21,Pr100279,windows,Pr100279,1,0
U100271,0,1,13,Pr100226,android,Pr100226,0,0
U100272,1,13,21,Pr100498,android,Pr100498,2,3
U100272,4,13,21,Pr100498,android,Pr100498,2,3
U100273,5,34,21,Product101,windows,Product101,4,3
U100274,1,36,21,Product101,windows,Product101,18,4
U100274,6,36,21,Product101,windows,Product101,18,4
U100274,7,36,21,Product101,windows,Product101,18,4
U100274,3,36,21,Product101,windows,Product101,18,4
U100274,3,36,21,Product101,windows,Product101,18,4
U100275,2,3,9,Pr101680,android,Pr101680,1,1
U100276,0,62,4136,Product101,windows,Product101,0,0
U100277,0,0,21,Product101,windows,Pr100060,0,0
U100278,1,4,21,Pr100945,android,Pr101287,4,0
U100278,1,4,21,Pr100945,android,Pr101287,4,0
U100279,5,58,44,Pr101655,windows,Product101,14,42
U100279,2,58,44,Pr101655,windows,Product101,14,42
U100279,2,58,44,Pr101655,windows,Product101,14,42
U100279,46,58,44,Pr101655,windows,Product101,14,42
U100280,0,0,20,Product101,windows,Pr100340,0,0
U100281,0,1,12,Pr100720,android,Pr100720,0,0
U100282,0,5,21,Product101,windows,Product101,0,0
U100283,0,0,21,Product101,windows,Product101,0,0
U100284,1,4,8,Pr100073,android,Pr100073,1,0
U100286,0,1,13,Product101,rare,Pr100102,0,0
U100288,1,1,4664,Pr100039,android,Pr100633,1,0
U100290,0,14,1745,Pr100137,mac os x,Product101,0,0
U100291,1,7,11,Pr100679,windows,Product101,3,1
U100291,2,7,11,Pr100679,windows,Product101,3,1
U100291,1,7,11,Pr100679,windows,Product101,3,1
U100292,5,9,21,Product101,windows,Product101,3,2
U100293,0,27,1622,Product101,windows,Product101,2,0
U100294,0,10,21,Product101,windows,Product101,0,0
U100295,0,13,21,Product101,windows,Product101,1,0
U100297,3,19,21,Product101,windows,Product101,9,1
U100297,4,19,21,Product101,windows,Product101,9,1
U100297,2,19,21,Product101,windows,Product101,9,1
U100298,19,19,21,Product101,windows,Product101,2,17
U100300,0,2,11,Pr101058,android,Pr101058,0,0
U100301,4,20,6932,Pr103280,windows,Product101,10,10
U100301,16,20,6932,Pr103280,windows,Product101,10,10
U100302,2,84,8222,Product101,mac os x,Product101,39,18
U100302,9,84,8222,Product101,mac os x,Product101,39,18
U100302,18,84,8222,Product101,mac os x,Product101,39,18
U100302,5,84,8222,Product101,mac os x,Product101,39,18
U100302,9,84,8222,Product101,mac os x,Product101,39,18
U100302,4,84,8222,Product101,mac os x,Product101,39,18
U100303,0,1,21,Product101,windows,Product101,1,0
U100304,35,38,247,Pr100501,mac os x,Product101,11,27
U100304,2,38,247,Pr100501,mac os x,Product101,11,27
U100304,1,38,247,Pr100501,mac os x,Product101,11,27
U100305,2,2,21,Pr100308,windows,Pr100374,2,0
U100306,2,2,1,Pr100000,mac os x,Pr100000,2,0
U100308,0,0,21,Product101,windows,Product101,0,0
U100309,4,28,21,Product101,android,Product101,11,17
U100309,10,28,21,Product101,android,Product101,11,17
U100309,14,28,21,Product101,android,Product101,11,17
U100310,20,170,5059,Product101,windows,Product101,26,30
U100310,3,170,5059,Product101,windows,Product101,26,30
U100310,10,170,5059,Product101,windows,Product101,26,30
U100310,1,170,5059,Product101,windows,Product101,26,30
U100310,1,170,5059,Product101,windows,Product101,26,30
U100310,4,170,5059,Product101,windows,Product101,26,30
U100311,0,4,21,Pr100340,mac os x,Pr100340,0,0
U100313,0,4,21,Pr101293,windows,Pr101293,0,0
U100315,2,15,21,Pr101477,windows,Pr101477,5,4
U100315,1,15,21,Pr101477,windows,Pr101477,5,4
U100315,1,15,21,Pr101477,windows,Pr101477,5,4
U100315,3,15,21,Pr101477,windows,Pr101477,5,4
U100315,2,15,21,Pr101477,windows,Pr101477,5,4
U100316,7,37,21,Pr100692,windows,Product101,10,8
U100316,6,37,21,Pr100692,windows,Product101,10,8
U100316,4,37,21,Pr100692,windows,Product101,10,8
U100317,0,1,11,Pr100166,windows,Pr100166,0,0
U100318,3,9,21,Pr102518,windows,Product101,5,0
U100318,1,9,21,Pr102518,windows,Product101,5,0
U100318,1,9,21,Pr102518,windows,Product101,5,0
U100319,1,11,21,Pr100734,windows,Pr100734,3,0
U100321,0,17,21,Product101,windows,Product101,1,0
U100323,2,13,21,Pr101483,windows,Product101,4,0
U100323,1,13,21,Pr101483,windows,Product101,4,0
U100324,2,2,1,Pr100401,android,Pr100401,1,1
U100328,0,2,19,Pr100430,android,Pr100633,2,0
U100329,12,13,21,Pr101135,mac os x,Product101,4,9
U100330,0,2,8,Pr100020,windows,Pr100020,0,0
U100331,2,2,3,Pr100039,android,Pr100039,1,1
U100333,0,2,21,Pr100069,windows,Pr100069,0,0
U100334,3,3,21,Pr102194,windows,Pr102194,1,2
U100336,0,9,21,Pr100017,windows,Pr100446,0,0
U100337,2,2,21,Product101,windows,Product101,1,1
U100338,2,2,15,Pr100498,android,Product101,2,0
U100340,0,0,0,Product101,windows,Product101,0,0
U100341,1,7,21,Pr101249,windows,Product101,1,0
U100342,0,11,21,Product101,windows,Product101,0,0
U100343,2,13,18,Product101,windows,Product101,1,1
U100344,0,1,14,Pr100017,windows,Pr100017,0,0
U100345,1,1,6,Product101,windows,Pr100901,0,1
U100346,2,7,21,Pr101761,windows,Pr101761,5,0
