UserID,Signup Date,User Segment
U113997,2015-12-26 18:12:42.190579+00:00,C
U123250,2018-02-18 09:32:31.825577+00:00,C
U110779,2017-09-10 08:05:39.639638+00:00,B
U129867,2018-04-11 08:39:08.236668+00:00,B
U125133,2017-04-21 17:08:24.295122+00:00,A
U115069,2016-07-04 08:07:43.435592+00:00,B
U128175,2016-07-01 05:57:55.475754+00:00,B
U119710,2018-03-24 08:02:36.389511+00:00,B
U128708,2016-10-09 16:38:47.888001+00:00,A
U103097,2016-09-29 12:10:25.389672+00:00,B
U103932,2017-04-28 06:32:36.526977+00:00,A
U104821,2017-03-13 10:28:22.911373+00:00,C
U130463,2017-09-19 03:40:55.637726+00:00,C
U106773,2018-03-15 15:20:06.378670+00:00,B
U106646,2017-09-05 11:15:59.364674+00:00,C
U102472,2016-06-06 12:38:46.472698+00:00,B
U123822,2018-01-12 10:14:45.584652+00:00,B
U133065,2017-10-02 12:36:24.983974+00:00,B
U110254,2016-12-29 16:31:54.826437+00:00,B
U122862,2017-06-08 05:38:21.824142+00:00,C
U115546,2017-10-16 11:45:47.879475+00:00,B
U120713,2018-04-14 06:10:23.483127+00:00,C
U108874,2018-03-01 09:27:03.301287+00:00,B
U124322,2018-04-02 02:32:23.097361+00:00,C
U106881,2017-05-15 21:35:11.812697+00:00,C
U105444,2016-07-27 08:41:33.263374+00:00,B
U114517,2018-03-11 17:25:33.345464+00:00,A
U135943,2018-02-01 01:21:00.860249+00:00,C
U103168,2016-06-13 14:19:12.091125+00:00,B
U133433,2017-11-27 07:06:56.775675+00:00,A
U125526,2018-02-15 09:11:35.689410+00:00,B
U116685,2013-08-30 09:20:10+00:00,C
U125548,2014-06-17 10:29:45+00:00,A
U119657,2018-03-11 07:08:36.284308+00:00,B
U129234,2018-02-10 11:15:39.304259+00:00,A
U112515,2018-01-23 04:42:48.130435+00:00,B
U117542,2018-03-28 07:48:16.208290+00:00,B
U103816,2016-03-31 02:43:47.703710+00:00,C
U113777,2017-05-25 06:56:42.808530+00:00,B
U113656,2016-02-04 16:21:25.224874+00:00,A
U126254,2016-04-16 04:32:58.752546+00:00,C
U106934,2017-08-25 06:54:56.509802+00:00,C
U127721,2016-06-07 19:12:01.655058+00:00,C
U109009,2018-04-12 02:34:14.611658+00:00,B
U105187,2018-02-18 15:26:14.115533+00:00,B
U116584,2018-04-04 16:14:23.767635+00:00,C
U112491,2018-03-11 18:18:39.850543+00:00,C
U131966,2018-01-20 20:43:09.655176+00:00,A
U124853,2017-04-24 10:45:58.353092+00:00,B
U115437,2018-03-12 00:07:42.599272+00:00,A
U110053,2018-03-04 06:19:59.356217+00:00,B
U110531,2016-03-01 19:08:38.629186+00:00,B
U127026,2017-08-19 11:50:41.746635+00:00,C
U119613,2016-02-20 06:47:16.457966+00:00,B
U106964,2017-06-26 16:09:43.888850+00:00,B
U129006,2018-02-26 16:20:01.000339+00:00,C
U118025,2017-11-13 19:08:33.235544+00:00,B
U109574,2018-01-13 04:25:18.539760+00:00,C
U109715,2018-04-06 12:53:25.202748+00:00,A
U123058,2017-11-29 15:27:58.136070+00:00,C
U136796,2017-11-29 09:08:06.993102+00:00,B
U122860,2017-12-26 10:13:57.340062+00:00,B
U124576,2017-10-25 08:34:02.200486+00:00,B
U112016,2017-02-06 03:56:32.748705+00:00,B
U125546,2017-08-05 15:02:26.509622+00:00,B
U135732,2014-05-28 15:23:57+00:00,C
U101128,2018-01-27 11:31:34.556291+00:00,A
U136099,2017-09-28 18:24:16.633966+00:00,C
U122090,2015-11-25 02:47:04.027354+00:00,A
U127881,2018-04-04 09:09:17.807534+00:00,B
U107929,2015-12-14 19:02:21.002112+00:00,C
U123931,2017-04-04 09:01:47.290523+00:00,B
U112810,2018-04-03 02:52:22.870181+00:00,B
U105919,2017-08-17 08:36:34.263566+00:00,B
U115386,2018-03-09 13:31:44.625280+00:00,C
U127303,2017-11-20 06:29:22.253893+00:00,C
U102254,2017-06-08 17:41:55.622402+00:00,B
U128331,2018-04-12 22:22:34.328488+00:00,C
U124283,2017-03-03 06:07:10.598040+00:00,B
U103929,2014-12-24 15:26:50+00:00,B
U134923,2017-08-07 18:11:27.618511+00:00,B
U122633,2016-11-23 11:50:13.068325+00:00,B
U134949,2017-07-16 03:36:38.822586+00:00,A
U107418,2018-04-01 03:16:03.266067+00:00,A
U128160,2018-03-21 06:59:13.263256+00:00,B
U132115,2017-07-04 17:51:40.489372+00:00,B
U113035,2018-03-01 06:47:25.367739+00:00,B
U123077,2018-03-18 13:50:44.259880+00:00,C
U120358,2018-03-26 12:28:10.487110+00:00,C
U123989,2018-03-26 11:02:38.064973+00:00,A
U100109,2018-04-15 05:26:57.036565+00:00,B
U100651,2018-04-14 19:11:40.857174+00:00,B
U111699,2016-08-26 15:59:34.021050+00:00,B
U132184,2015-05-17 08:43:36.242983+00:00,B
U132612,2017-07-29 12:55:58.264324+00:00,C
U136145,2018-04-11 10:18:38.235639+00:00,B
U110695,2018-03-25 02:48:40.286349+00:00,B
U104918,2017-02-24 07:54:19.633126+00:00,B
U136589,2018-02-28 07:58:02.176648+00:00,B
U124722,2018-01-24 19:30:04.060802+00:00,A
U127257,2014-05-25 21:05:26+00:00,B
U134159,2018-03-06 20:19:00.026391+00:00,B
U125032,2017-06-16 19:52:44.493011+00:00,B
U129231,2018-03-11 09:14:11.055903+00:00,B
U107352,2018-01-16 09:23:13.643283+00:00,B
U115840,2015-05-27 16:04:48.632974+00:00,C
U133812,2015-09-16 12:14:08.235702+00:00,C
U116855,2018-04-06 03:50:52.153458+00:00,C
U136644,2018-03-19 13:31:47.181245+00:00,B
U108410,2018-01-26 05:11:52.476536+00:00,C
U129284,2017-09-12 15:45:21.857331+00:00,B
U107349,2018-02-06 05:48:27.759942+00:00,B
U125492,2014-12-19 05:56:44+00:00,B
U114887,2017-12-31 12:43:31.068640+00:00,B
U119185,2015-11-26 08:54:11.568127+00:00,B
U128340,2018-03-20 14:03:55.911504+00:00,B
U127181,2018-03-22 05:09:36.898048+00:00,B
U116558,2017-03-25 10:19:21.106513+00:00,C
U104772,2015-01-31 13:47:40+00:00,B
U105144,2017-03-15 15:40:23.945533+00:00,B
U124840,2014-04-10 12:05:22+00:00,B
U119518,2018-02-27 23:34:52.240855+00:00,C
U106030,2018-01-08 13:22:42.900154+00:00,B
U120431,2018-02-28 13:57:05.156945+00:00,A
U118324,2018-01-20 09:08:41.554207+00:00,B
U125535,2017-11-30 06:58:15.877334+00:00,C
U118410,2016-09-30 10:29:11.120970+00:00,B
U132894,2018-04-09 03:44:58.730987+00:00,B
U124152,2017-08-05 16:14:39.355333+00:00,B
U119249,2018-03-29 15:23:28.721068+00:00,C
U122271,2018-03-30 06:56:16.435157+00:00,A
U127339,2016-09-09 04:50:00.875675+00:00,C
U125228,2017-11-20 11:57:41.698550+00:00,B
U108442,2017-07-01 08:21:40.337671+00:00,B
U116428,2018-01-07 12:36:16.343786+00:00,B
U112537,2015-12-17 21:51:13.339657+00:00,A
U112201,2018-02-03 07:52:33.677930+00:00,A
U133958,2018-02-13 06:46:12.944061+00:00,A
U104763,2013-11-18 03:36:22+00:00,B
U104447,2018-03-14 14:18:45.299800+00:00,C
U134639,2018-02-10 09:44:50.563650+00:00,C
U105822,2018-02-21 11:34:46.315042+00:00,B
U121229,2017-09-07 20:13:37.376557+00:00,A
U124815,2017-12-05 04:10:33.182204+00:00,B
U112468,2017-06-15 16:27:55.097149+00:00,C
U131520,2018-02-16 10:51:28.384506+00:00,C
U113706,2015-11-18 06:20:58.658103+00:00,C
U110699,2018-01-13 09:44:02.051731+00:00,B
U120351,2016-08-12 10:54:05.349496+00:00,C
U121799,2018-03-25 06:34:50.577558+00:00,A
U130687,2016-01-08 11:23:19.567579+00:00,C
U109050,2017-06-14 04:06:08.619856+00:00,B
U106680,2018-03-25 07:59:57.628470+00:00,B
U106554,2015-01-25 13:27:24+00:00,C
U127626,2018-03-30 09:40:53.545398+00:00,C
U115621,2018-01-02 09:39:13.725934+00:00,C
U100485,2017-07-28 06:46:50.855990+00:00,B
U114230,2017-03-08 09:59:02.268823+00:00,C
U129715,2016-06-22 18:40:02.166287+00:00,C
U118357,2018-02-01 05:11:31.735802+00:00,A
U114206,2017-04-27 12:50:58.412678+00:00,C
U113547,2018-02-12 04:01:04.719011+00:00,B
U124125,2017-07-22 12:46:53.413558+00:00,B
U120310,2017-05-03 02:51:36.481708+00:00,C
U131729,2018-03-30 20:08:54.558221+00:00,B
U124518,2018-04-09 15:52:24.505993+00:00,A
U124349,2017-01-30 14:13:06.950636+00:00,B
U101574,2018-01-03 13:00:04.293943+00:00,A
U108445,2018-04-09 17:45:02.456479+00:00,A
U114238,2016-11-05 06:58:00.737794+00:00,B
U106370,2018-04-09 00:17:46.446108+00:00,B
U118076,2017-10-19 02:33:59.727969+00:00,B
U125338,2018-04-14 06:13:25.021937+00:00,A
U125033,2017-12-08 00:52:52.420424+00:00,A
U134867,2017-08-10 08:47:21.188124+00:00,C
U133952,2018-03-30 12:35:22.072674+00:00,C
U130083,2017-07-23 10:36:33.340513+00:00,C
U116964,2018-02-09 11:45:29.887855+00:00,B
U119553,2016-07-15 15:58:13.432919+00:00,C
U112957,2018-03-15 01:09:22.629437+00:00,C
U122602,2017-08-23 02:16:19.098780+00:00,B
U107294,2016-07-19 08:11:21.477736+00:00,B
U122065,2014-11-03 05:50:51+00:00,B
U102877,2018-01-11 06:17:29.556295+00:00,B
U123110,2018-02-26 20:24:14.813530+00:00,B
U124987,2017-07-31 12:06:54.612953+00:00,C
U115426,2018-03-29 04:40:24.254045+00:00,B
U117422,2017-11-05 05:52:56.084181+00:00,C
U133031,2017-03-09 08:21:18.543522+00:00,B
U129707,2017-07-16 15:07:33.216495+00:00,B
U107047,2018-02-28 03:59:04.261591+00:00,B
U121140,2018-01-26 15:25:23.592292+00:00,C
U132435,2018-01-09 05:35:12.601616+00:00,B
U116912,2018-04-04 07:52:57.258773+00:00,B
U122186,2018-01-20 11:38:51.403944+00:00,B
U107621,2018-04-07 14:44:15.366057+00:00,B
U117483,2018-02-01 15:29:46.404251+00:00,A
U111467,2018-02-25 09:14:47.927344+00:00,B
U108943,2017-11-18 08:04:31.987435+00:00,C
U132319,2018-03-19 11:07:02.883325+00:00,C
U126896,2018-03-30 20:22:06.727650+00:00,B
U107004,2018-04-07 09:52:17.684673+00:00,B
U102759,2015-01-15 06:58:28+00:00,A
U115077,2017-05-21 08:26:27.045750+00:00,C
U104485,2017-04-22 13:12:50.232344+00:00,B
U109520,2017-11-04 04:05:07.330392+00:00,A
U109576,2018-04-05 05:25:59.972614+00:00,A
U120664,2016-09-27 15:07:05.606991+00:00,B
U125571,2018-01-09 03:00:56.608641+00:00,B
U117779,2016-03-07 04:15:50.167320+00:00,B
U116252,2014-02-03 12:16:59+00:00,C
U106203,2018-03-31 13:20:31.345382+00:00,B
U112365,2012-10-14 03:20:25+00:00,A
U135551,2017-07-22 02:52:04.164287+00:00,B
U105776,2018-03-14 16:34:24.683426+00:00,B
U108700,2018-02-23 11:48:31.818043+00:00,C
U106259,2015-10-14 04:39:41.061151+00:00,B
U109933,2018-04-02 07:50:58.568493+00:00,C
U115705,2017-12-08 17:22:41.744893+00:00,B
U118816,2018-03-22 13:23:15.516122+00:00,B
U135005,2016-02-17 07:56:55.241279+00:00,B
U102681,2018-03-01 08:47:34.626014+00:00,B
U128071,2018-04-12 13:48:18.141872+00:00,A
U130646,2014-04-10 08:15:04+00:00,B
U115647,2015-09-23 20:14:00.839938+00:00,B
U113526,2018-03-21 10:02:41.498644+00:00,B
U136286,2017-12-10 23:02:30.671419+00:00,A
U129471,2017-03-20 16:48:46.924123+00:00,B
U125620,2018-03-07 05:50:28.159549+00:00,C
U127311,2017-04-14 09:55:40.099609+00:00,C
U102732,2015-11-03 06:05:05.409773+00:00,B
U105262,2015-09-16 12:37:28.782030+00:00,B
U133577,2018-03-19 06:01:35.129294+00:00,B
U103581,2018-04-11 19:30:31.217088+00:00,C
U110826,2018-03-21 10:10:40.414776+00:00,B
U116134,2018-01-15 14:37:10.837125+00:00,A
U114243,2018-04-12 14:38:54.146155+00:00,B
U130641,2018-03-09 15:02:15.886130+00:00,A
U132921,2017-02-09 05:41:49.018366+00:00,B
U108698,2017-05-05 23:41:18.064190+00:00,B
U102032,2017-09-22 06:22:32.391070+00:00,C
U119478,2016-12-22 13:33:49.318587+00:00,A
U134475,2017-03-28 12:49:19.866841+00:00,B
U115369,2017-08-17 04:10:24.309833+00:00,C
U129919,2016-05-20 09:55:11.511980+00:00,A
U130405,2018-02-15 15:57:48.098094+00:00,C
U111440,2017-06-18 14:11:37.630041+00:00,A
U129658,2018-03-11 09:49:59.396604+00:00,C
U132119,2018-04-07 14:42:53.102264+00:00,C
U133561,2018-03-20 15:54:27.945152+00:00,C
U131134,2018-01-29 17:25:44.569811+00:00,A
U101430,2018-03-24 07:32:10.641673+00:00,C
U101571,2018-02-03 16:25:31.296912+00:00,C
U134490,2014-04-02 18:25:32+00:00,B
U128315,2017-12-21 04:01:07.012534+00:00,B
U133879,2015-05-29 05:15:27.403775+00:00,B
U134740,2018-03-06 04:59:18.119254+00:00,C
U100744,2018-04-07 10:09:56.287715+00:00,C
U126916,2012-03-23 22:46:06+00:00,B
U131494,2018-03-13 06:32:51.859684+00:00,B
U135599,2018-03-03 08:54:53.399824+00:00,B
U110503,2012-10-17 01:07:53+00:00,C
U127939,2015-10-23 07:14:32.265456+00:00,C
U112642,2016-07-09 08:50:23.509546+00:00,A
U131773,2018-04-10 21:09:05.775621+00:00,C
U121669,2017-11-23 06:28:25.221624+00:00,C
U107767,2017-07-14 03:57:02.337364+00:00,B
U122625,2017-07-06 04:25:21.558618+00:00,B
U108041,2017-06-14 17:20:01.749286+00:00,B
U128750,2014-12-22 08:43:24+00:00,C
U112751,2017-06-26 05:46:06.385841+00:00,B
U105758,2018-03-26 11:05:34.235871+00:00,B
U104537,2017-03-20 01:35:54.951514+00:00,B
U122085,2018-03-20 12:07:29.603032+00:00,B
U125851,2018-03-30 07:46:38.553958+00:00,C
U110237,2018-01-19 07:06:45.998409+00:00,C
U111681,2017-09-25 23:44:00.419244+00:00,A
U111807,2017-11-27 07:12:30.286993+00:00,C
U136309,2018-04-02 06:23:45.606735+00:00,C
U126044,2018-04-04 11:48:47.347865+00:00,C
U111568,2017-09-21 05:44:31.595089+00:00,C
U107802,2018-01-17 11:59:56.637618+00:00,B
U116736,2018-03-10 10:59:46.881769+00:00,C
U112442,2017-12-03 20:55:48.695399+00:00,B
U114002,2017-10-21 05:26:53.943357+00:00,B
U134046,2018-04-06 04:18:15.180376+00:00,B
U121884,2018-04-05 04:57:37.685877+00:00,C
U121521,2015-07-03 06:16:46.091307+00:00,A
U108421,2012-03-23 19:08:09+00:00,B
U109612,2018-01-15 16:44:08.707877+00:00,B
U112090,2018-03-08 03:44:56.655566+00:00,C
U107264,2016-03-01 09:52:23.309258+00:00,C
U111732,2018-03-23 02:14:31.896285+00:00,B
U119435,2015-05-16 06:04:07.796295+00:00,B
U125274,2017-07-12 14:52:58.554278+00:00,C
U129086,2018-03-13 09:40:03.412597+00:00,B
U109793,2018-01-20 17:46:50.553908+00:00,C
U129913,2015-12-22 04:59:03.014868+00:00,B
U109892,2016-10-23 07:02:26.468029+00:00,B
U116140,2017-11-22 04:46:51.409035+00:00,C
U106247,2018-01-25 08:41:19.899909+00:00,B
U120778,2018-04-11 15:44:18.682772+00:00,C
U118466,2018-03-24 14:21:39.536136+00:00,B
U115902,2018-02-18 23:14:57.715135+00:00,A
U112784,2018-02-14 18:29:50.851973+00:00,C
U124775,2018-04-10 16:21:05.004830+00:00,B
U129946,2012-12-10 20:40:10+00:00,B
U114781,2017-12-11 06:25:03.418475+00:00,B
U127024,2018-04-04 04:13:33.677205+00:00,A
U114715,2016-10-01 04:46:07.700613+00:00,C
U104917,2015-10-19 04:39:50.046156+00:00,B
U104154,2017-08-19 12:08:20.626499+00:00,C
U108248,2017-01-02 08:33:00.322262+00:00,B
U134333,2018-03-01 09:01:52.200509+00:00,C
U103924,2017-10-06 13:16:14.978255+00:00,B
U110935,2017-03-25 07:48:15.372366+00:00,B
U113220,2017-08-27 15:27:40.088336+00:00,C
U124036,2017-12-13 07:23:05.062403+00:00,C
U117433,2015-05-14 17:47:19.583000+00:00,A
U104441,2018-03-12 22:26:21.239985+00:00,B
U122020,2017-01-03 14:28:25.595173+00:00,B
U101272,2018-03-05 06:11:36.729813+00:00,C
U131789,2017-08-24 05:12:25.573717+00:00,C
U125779,2018-01-24 10:55:34.789563+00:00,C
U119267,2016-08-24 17:58:08.894039+00:00,B
U111185,2018-04-15 15:55:46.369361+00:00,B
U107856,2015-10-03 03:57:27.596003+00:00,A
U112837,2016-08-18 14:09:20.612311+00:00,B
U135471,2016-06-19 15:24:55.406601+00:00,C
U109007,2015-05-19 06:07:43.792450+00:00,B
U126606,2017-10-15 20:17:05.160292+00:00,C
U126965,2018-01-13 14:44:10.122245+00:00,B
U126261,2017-09-17 15:39:06.934922+00:00,C
U102199,2018-04-09 13:07:07.301446+00:00,C
U116712,2015-05-16 07:42:40.415093+00:00,C
U108163,2018-03-22 04:49:48.903440+00:00,B
U132094,2017-06-05 04:14:59.447002+00:00,C
U132959,2018-04-08 16:38:14.701178+00:00,A
U117582,2018-02-07 05:09:52.182467+00:00,B
U131032,2018-04-04 05:01:29.856275+00:00,C
U120738,2014-07-25 13:57:33+00:00,A
U113434,2017-02-02 01:40:05.418434+00:00,B
U127602,2017-10-12 21:42:12.878392+00:00,B
U107606,2018-02-11 13:44:55.396705+00:00,A
U134768,2017-12-05 16:36:26.153185+00:00,C
U128870,2018-04-03 21:47:28.874849+00:00,B
U104030,2018-04-05 06:45:11.717036+00:00,B
U108926,2018-03-26 09:42:05.259302+00:00,A
U118769,2018-04-14 06:12:37.567315+00:00,B
U133951,2014-11-19 09:15:52+00:00,A
U105640,2016-09-08 08:53:45.096065+00:00,C
U108317,2017-02-11 11:12:20.398551+00:00,B
U135489,2018-02-27 22:31:27.944710+00:00,C
U111451,2014-05-28 05:20:32+00:00,A
U111952,2017-04-03 17:31:55.159868+00:00,A
U126654,2017-10-03 06:06:23.774242+00:00,A
U115295,2018-01-22 14:13:09.631622+00:00,B
U127927,2017-11-07 07:25:44.966140+00:00,A
U130883,2018-01-23 16:49:42.508717+00:00,B
U118078,2017-11-02 23:00:16.495880+00:00,B
U133256,2018-03-08 07:41:15.248478+00:00,C
U111505,2018-03-29 04:37:25.822902+00:00,B
U126639,2018-02-10 11:30:53.438570+00:00,B
U122508,2018-04-05 15:57:17.362855+00:00,C
U115011,2016-01-09 09:16:32.580068+00:00,A
U115593,2018-03-27 09:57:54.664697+00:00,C
U115082,2018-03-06 12:09:44.960550+00:00,B
U100159,2017-08-15 14:41:37.054690+00:00,C
U111976,2016-09-13 11:45:12.811981+00:00,A
U104458,2017-02-15 04:34:45.002039+00:00,B
U133593,2018-03-19 06:02:41.851154+00:00,B
U111404,2013-02-23 10:44:38+00:00,C
U131456,2018-03-21 08:10:31.833342+00:00,B
U115697,2016-05-31 08:54:25.979438+00:00,C
U113626,2018-03-13 20:57:03.268512+00:00,C
U129143,2017-10-03 03:07:01.563808+00:00,C
U125624,2018-04-12 09:31:16.588137+00:00,B
U131343,2016-10-22 13:58:29.210940+00:00,C
U106019,2014-06-19 15:49:42+00:00,B
U130228,2017-11-29 10:50:45.179363+00:00,B
U108898,2016-10-04 04:14:03.718159+00:00,B
U135102,2018-03-12 05:54:07.512526+00:00,C
U109863,2017-03-17 19:42:19.288806+00:00,B
U112927,2016-12-03 14:30:29.423216+00:00,B
U100570,2016-10-26 04:18:40.822096+00:00,A
U119841,2018-01-19 04:53:29.677915+00:00,C
U128382,2016-04-12 20:45:35.737506+00:00,B
U104152,2018-01-27 22:28:32.471854+00:00,A
U122610,2015-05-19 19:18:19.639083+00:00,B
U136715,2018-03-03 06:59:35.219401+00:00,C
U117261,2018-03-09 16:55:28.644245+00:00,C
U118535,2017-04-14 11:17:40.870540+00:00,B
U136681,2014-12-08 16:54:33+00:00,C
U120960,2018-03-14 11:58:14.562276+00:00,B
U112278,2017-10-23 18:12:45.272468+00:00,C
U119835,2018-02-08 07:11:59.320838+00:00,A
U116957,2018-03-21 10:33:15.982174+00:00,C
U110430,2018-01-25 11:51:50.952009+00:00,B
U127081,2018-03-05 09:17:15.304353+00:00,C
U124547,2018-03-09 12:56:23.469080+00:00,A
U134006,2018-04-08 07:19:56.114922+00:00,C
U133428,2018-04-13 16:29:42.403955+00:00,A
U100517,2015-03-14 11:07:54.245471+00:00,C
U106507,2017-11-16 22:40:28.627576+00:00,C
U132985,2018-03-12 21:51:31.960032+00:00,C
